No,名称,よみ,別名,別名よみ,山脈,標高,緯度,経度,都道府県,山域,備考
330,草津白根山,くさつしらねさん,本白根山,もとしらねさん,,2171,36.62277778,138.5319444,群馬県,苗場山・白根山・浅間山,日本百名山
331,四阿山,あずまやさん,,,,2354,36.54166667,138.4130556,長野県 群馬県,苗場山・白根山・浅間山,日本百名山
332,根子岳,ねこだけ,,,,2207,36.54916667,138.3952778,長野県,苗場山・白根山・浅間山,☓
333,湯ノ丸山,ゆのまるやま,,,,2101,36.43472222,138.4011111,長野県 群馬県,苗場山・白根山・浅間山,
334,篭ノ登山,かごのとやま,,,,2228,36.41944444,138.4472222,長野県 群馬県,苗場山・白根山・浅間山,
335,浅間山,あさまやま,,,,2568,36.40666667,138.5230556,群馬県 長野県,苗場山・白根山・浅間山,日本百名山
336,浅間隠山,あさまかくしやま,,,,1757,36.45361111,138.6525,群馬県,苗場山・白根山・浅間山,日本二百名山
337,鼻曲山,はなまがりやま,,,,1655,36.41083333,138.6455556,群馬県,苗場山・白根山・浅間山,
338,榛名山,はるなさん,掃部ヶ岳,かもんがたけ,,1449,36.4775,138.8508333,群馬県,苗場山・白根山・浅間山,日本二百名山
339,子持山,こもちやま,,,,1296,36.59194444,138.9977778,群馬県,苗場山・白根山・浅間山,
340,妙義山,みょうぎさん,相馬岳,そうまだけ,,1104,36.29861111,138.7488889,群馬県,関東山地,日本二百名山
341,荒船山,あらふねやま,,,,1423,36.20388889,138.6372222,群馬県 長野県,関東山地,日本二百名山
342,赤久縄山,あかぐなやま,,,,1523,36.14361111,138.8433333,群馬県,関東山地,
343,御荷鉾山,みかぼやま,,,,1287,36.15222222,138.9183333,群馬県,関東山地,
344,二子山,ふたごやま,,,,1166,36.06972222,138.8636111,埼玉県,関東山地,
345,両神山,りょうかみさん,,,,1723,36.02333333,138.8413889,埼玉県,関東山地,日本百名山
346,御座山,おぐらさん,,,,2112,36.03388889,138.6066667,長野県,関東山地,日本二百名山
347,三宝山,さんぽうやま,,,奥秩父,2483,35.9175,138.7277778,埼玉県 長野県,関東山地,☓
348,甲武信ヶ岳,こぶしがたけ,,,奥秩父,2475,35.90888889,138.7288889,埼玉県 山梨県 長野県,関東山地,日本百名山
349,横尾山,よこおやま,,,奥秩父,1818,35.91888889,138.5211111,山梨県 長野県,関東山地,☓
350,瑞牆山,みずがきやま,,,奥秩父,2230,35.89333333,138.5919444,山梨県,関東山地,日本百名山
351,金峰山,きんぷさん,,,奥秩父,2599,35.87138889,138.6252778,山梨県 長野県,関東山地,日本百名山
352,朝日岳,あさひだけ,,,奥秩父,2579,35.87444444,138.6425,山梨県 長野県,関東山地,☓
353,国師ヶ岳,こくしがたけ,,,奥秩父,2592,35.87083333,138.6730556,山梨県 長野県,関東山地,
354,北奥千丈岳,きたおくせんじょうだけ,,,奥秩父,2601,35.86861111,138.6708333,山梨県,関東山地,☓
355,乾徳山,けんとくさん,,,,2031,35.82305556,138.715,山梨県,関東山地,日本二百名山
356,小楢山,こならやま,,,,1713,35.78166667,138.6641667,山梨県,関東山地,
357,茅ヶ岳,かやがたけ,,,,1704,35.795,138.5138889,山梨県,関東山地,日本二百名山
358,堂平山,どうだいらさん,,,,876,36.00583333,139.19,埼玉県,関東山地,
359,武甲山,ぶこうさん,,,,1304,35.95166667,139.0977778,埼玉県,関東山地,日本二百名山
360,伊豆ヶ岳,いずがたけ,,,,851,35.92694444,139.1605556,埼玉県,関東山地,
361,川乗山,かわのりやま,,,,1363,35.85083333,139.1069444,東京都,関東山地,
362,酉谷山,とりだにやま,,,,1718,35.89722222,139.0102778,埼玉県 東京都,関東山地,
363,雲取山,くもとりやま,,,奥秩父,2017,35.85555556,138.9438889,埼玉県 東京都,関東山地,日本百名山
364,白石山,はくせきさん,,,奥秩父,2036,35.89944444,138.8780556,埼玉県,関東山地,日本二百名山
365,唐松尾山,からまつおやま,,,奥秩父,2109,35.86777778,138.8452778,埼玉県 山梨県,関東山地,
366,大洞山,おおぼらやま,飛龍山,ひりゅうやま,奥秩父,2077,35.84,138.8922222,埼玉県 山梨県,関東山地,
367,鶏冠山,けいかんやま,黒川山,くろかわやま,,1716,35.78861111,138.8358333,山梨県,関東山地,
368,大菩薩嶺,だいぼさつれい,,,,2057,35.74888889,138.8455556,山梨県,関東山地,日本百名山
369,小金沢山,こがねざわやま,,,,2014,35.71694444,138.8566667,山梨県,関東山地,
370,雁ケ腹摺山,がんがはらすりやま,,,,1874,35.68694444,138.885,山梨県,関東山地,
371,権現山,ごんげんやま,,,,1312,35.66777778,139.0213889,山梨県,関東山地,
372,扇山,おうぎやま,,,,1138,35.63722222,139.0138889,山梨県,関東山地,
373,三頭山,みとうさん,,,,1531,35.73916667,139.0138889,東京都,関東山地,
374,大岳山,おおだけさん,,,,1266,35.76527778,139.1302778,東京都,関東山地,日本二百名山
375,陣馬山,じんばさん,,,,855,35.65222222,139.1666667,東京都 神奈川県,関東山地,
376,高尾山,たかおさん,,,,599,35.62527778,139.2436111,東京都,関東山地,
377,清澄山,きよすみやま,妙見山,みょうけんやま,,377,35.1625,140.1522222,千葉県,房総・三浦,
378,鹿野山,かのうざん,,,,379,35.25555556,139.9716667,千葉県,房総・三浦,
379,鋸山,のこぎりやま,,,,329,35.16027778,139.8408333,千葉県,房総・三浦,
380,富山,とみさん,,,,349,35.09888889,139.8813889,千葉県,房総・三浦,
381,伊予ヶ岳,いよがたけ,,,,336,35.10722222,139.9138889,千葉県,房総・三浦,
382,愛宕山,あたごやま,,,,408,35.115,139.9869444,千葉県,房総・三浦,
383,大山,おおやま,,,,193,34.96416667,139.7777778,千葉県,房総・三浦,
384,大楠山,おおぐすやま,,,,241,35.25,139.6280556,神奈川県,房総・三浦,
385,大山,おおやま,,,丹沢,1252,35.44083333,139.2313889,神奈川県,丹沢山地,
386,蛭ヶ岳,ひるがたけ,,,丹沢,1673,35.48638889,139.1388889,神奈川県,丹沢山地,
387,丹沢山,たんざわさん,,,丹沢,1567,35.47416667,139.1627778,神奈川県,丹沢山地,日本百名山
388,塔ノ岳,とうのだけ,,,丹沢,1491,35.45416667,139.1633333,神奈川県,丹沢山地,
389,大室山,おおむろやま,,,丹沢,1587,35.51083333,139.0686111,神奈川県 山梨県,丹沢山地,
390,御正体山,みしょうたいやま,,,,1681,35.48694444,138.9316667,山梨県,丹沢山地,日本二百名山
391,菰釣山,こもつるしやま,,,,1379,35.46388889,138.9786111,神奈川県 山梨県,丹沢山地,
392,三ッ峠山,みつとうげやま,,,,1785,35.54916667,138.8091667,山梨県,富士山とその周辺,日本二百名山
393,黒岳,くろたけ,,,,1793,35.55194444,138.7494444,山梨県,富士山とその周辺,
394,釈迦ヶ岳,しゃかがたけ,,,,1641,35.56305556,138.7202778,山梨県,富士山とその周辺,
395,節刀ヶ岳,せっとうがたけ,,,,1736,35.52861111,138.6833333,山梨県,富士山とその周辺,
396,富士山,ふじさん,,,,3776,35.36083333,138.7275,山梨県 静岡県,富士山とその周辺,日本百名山
397,愛鷹山,あしたかやま,越前岳,えちぜんだけ,,1504,35.23805556,138.7938889,静岡県,富士山とその周辺,日本二百名山
398,毛無山,けなしやま,,,,1964,35.41583333,138.5438889,山梨県 静岡県,富士山とその周辺,日本二百名山
399,天子ヶ岳,てんしがたけ,,,,1330,35.32916667,138.5366667,静岡県,富士山とその周辺,
400,箱根山,はこねやま,神山,かみやま,,1438,35.23333333,139.0208333,神奈川県,箱根山・伊豆半島,
401,金時山,きんときざん,,,,1212,35.28972222,139.005,静岡県 神奈川県,箱根山・伊豆半島,
402,玄岳,くろたけ,,,,798,35.08166667,139.0280556,静岡県,箱根山・伊豆半島,
403,大室山,おおむろやま,,,,580,34.90305556,139.0947222,静岡県,箱根山・伊豆半島,
404,天城山,あまぎさん,万三郎岳,ばんざぶろうだけ,,1406,34.86277778,139.0016667,静岡県,箱根山・伊豆半島,日本百名山
405,達磨山,だるまやま,,,,982,34.955,138.8391667,静岡県,箱根山・伊豆半島,
406,長九郎山,ちょうくろうやま,,,,996,34.78833333,138.8680556,静岡県,箱根山・伊豆半島,
407,三原山,みはらやま,,,,758,34.72444444,139.3944444,東京都,伊豆諸島（大島）,
408,宮塚山,みやつかやま,,,,508,34.52027778,139.2791667,東京都,伊豆諸島（利島）,
409,天上山,てんじょうさん,,,,572,34.21944444,139.1530556,東京都,伊豆諸島（神津島）,
410,雄山,おやま,,,,775,34.09361111,139.5261111,東京都,伊豆諸島（三宅島）,
411,御山,おやま,,,,851,33.87444444,139.6019444,東京都,伊豆諸島（御蔵島）,
412,西山,にしやま,,,,854,33.13694444,139.7661111,東京都,伊豆諸島（八丈島）,
413,硫黄山,いおうやま,,,,394,30.48388889,140.3030556,東京都,伊豆諸島（鳥島）,
414,中央山,ちゅうおうざん,,,,320,27.07333333,142.2186111,東京都,小笠原諸島（父島）,
415,乳房山,ちぶさやま,,,,463,26.65944444,142.1613889,東京都,小笠原諸島（母島）,
416,榊ヶ峰,さかきがみね,,,,792,25.42805556,141.2808333,東京都,小笠原諸島（北硫黄島）,
417,摺鉢山,すりばちやま,,,,170,24.75055556,141.2891667,東京都,小笠原諸島（硫黄島）,
418,南硫黄島,みなみいおうじま,,,,916,24.23388889,141.4633333,東京都,小笠原諸島（南硫黄島）,
419,金北山,きんぽくさん,,,,1172,38.10388889,138.3497222,新潟県,佐渡,
420,大地山,おおじやま,,,,646,37.95861111,138.4797222,新潟県,佐渡,
421,弥彦山,やひこやま,,,,634,37.70472222,138.8088889,新潟県,東頸城丘陵,
422,米山,よねやま,,,,993,37.28944444,138.4838889,新潟県,東頸城丘陵,
423,黒姫山,くろひめさん,,,,891,37.22611111,138.5922222,新潟県,東頸城丘陵,
424,菱ヶ岳,ひしがたけ,,,,1129,37.03222222,138.4933333,新潟県,東頸城丘陵,
425,斑尾山,まだらおやま,,,,1382,36.8375,138.2744444,長野県,東頸城丘陵,
426,鉾ヶ岳,ほこがたけ,,,,1316,37.02861111,138.0263889,新潟県,妙高山とその周辺,
427,駒ヶ岳,こまがたけ,,,,1498,36.94277778,137.9483333,新潟県,妙高山とその周辺,
428,鋸岳,のこぎりだけ,,,,1631,36.93194444,137.9688889,新潟県,海谷山地,
429,焼山,やけやま,,,妙高,2400,36.92083333,138.0358333,新潟県,妙高山とその周辺,
430,雨飾山,あまかざりやま,,,妙高,1963,36.90194444,137.9625,新潟県 長野県,妙高山とその周辺,日本百名山
431,火打山,ひうちやま,,,妙高,2462,36.92277778,138.0680556,新潟県,妙高山とその周辺,日本百名山
432,妙高山,みょうこうさん,,,妙高,2454,36.89138889,138.1133333,新潟県,妙高山とその周辺,日本百名山
433,黒姫山,くろひめやま,,,,2053,36.81333333,138.1272222,長野県,妙高山とその周辺,日本二百名山
434,高妻山,たかつまやま,,,,2353,36.8,138.0519444,新潟県 長野県,妙高山とその周辺,日本百名山
435,戸隠山,とがくしやま,,,,1904,36.77027778,138.055,長野県,妙高山とその周辺,日本二百名山
436,飯縄山,いいづなやま,,,,1917,36.73944444,138.1336111,長野県,妙高山とその周辺,日本二百名山
437,虫倉山,むしくらやま,,,,1378,36.64972222,138.0191667,長野県,妙高山とその周辺,
438,聖山,ひじりやま,,,,1447,36.48416667,138.0213889,長野県,筑摩山地,
439,冠着山,かむりきやま,姨捨山,おばすてやま,,1252,36.46888889,138.1066667,長野県,筑摩山地,
440,美ヶ原,うつくしがはら,王ヶ頭,おうがとう,,2034,36.22583333,138.1075,長野県,筑摩山地,日本百名山
441,鉢伏山,はちぶせやま,,,,1929,36.16305556,138.0591667,長野県,筑摩山地,
442,霧ヶ峰,きりがみね,車山,くるまやま,,1925,36.10305556,138.1966667,長野県,霧ヶ峰・八ヶ岳,日本百名山
443,蓼科山,たてしなやま,,,八ヶ岳,2531,36.10361111,138.295,長野県,霧ヶ峰・八ヶ岳,日本百名山
444,横岳,よこだけ,,,八ヶ岳,2480,36.0875,138.32,長野県,霧ヶ峰・八ヶ岳,
445,縞枯山,しまがれやま,,,八ヶ岳,2403,36.07555556,138.3311111,長野県,霧ヶ峰・八ヶ岳,
446,天狗岳,てんぐだけ,,,八ヶ岳,2646,36.01916667,138.3555556,長野県,霧ヶ峰・八ヶ岳,日本二百名山
447,峰の松目,みねのまつめ,,,八ヶ岳,2568,35.99694444,138.3505556,長野県,霧ヶ峰・八ヶ岳,☓
448,硫黄岳,いおうだけ,,,八ヶ岳,2760,35.99861111,138.37,長野県,霧ヶ峰・八ヶ岳,
449,横岳,よこだけ,,,八ヶ岳,2829,35.98472222,138.3736111,長野県,霧ヶ峰・八ヶ岳,
450,赤岳,あかだけ,,,八ヶ岳,2899,35.97083333,138.37,長野県 山梨県,霧ヶ峰・八ヶ岳,日本百名山
451,阿弥陀岳,あみだだけ,,,八ヶ岳,2805,35.97222222,138.3588889,長野県,霧ヶ峰・八ヶ岳,
452,権現岳,ごんげんだけ,,,八ヶ岳,2715,35.94972222,138.3597222,山梨県,霧ヶ峰・八ヶ岳,
453,西岳,にしだけ,,,八ヶ岳,2398,35.95,138.335,長野県,霧ヶ峰・八ヶ岳,☓
454,三ッ頭,みつがしら,,,八ヶ岳,2580,35.94222222,138.3638889,山梨県,霧ヶ峰・八ヶ岳,☓
455,編笠山,あみがさやま,,,八ヶ岳,2524,35.94166667,138.345,山梨県 長野県,霧ヶ峰・八ヶ岳,
456,黒姫山,くろひめやま,,,,1221,36.97666667,137.79,新潟県,飛騨山脈北部,
457,明星山,みょうじょうさん,,,,1188,36.94083333,137.8219444,新潟県,飛騨山脈北部,
458,犬ヶ岳,いぬがだけ,,,,1592,36.90694444,137.7155556,新潟県 富山県,飛騨山脈北部,
459,朝日岳,あさひだけ,,,北アルプス,2418,36.82666667,137.73,新潟県 富山県,後立山連峰,
460,雪倉岳,ゆきくらだけ,,,北アルプス,2611,36.79472222,137.7541667,新潟県 富山県,後立山連峰,日本二百名山
461,鉢ヶ岳,はちがたけ,,,北アルプス,2563,36.78027778,137.7494444,新潟県 富山県,後立山連峰,☓
462,小蓮華山,これんげさん,,,北アルプス,2766,36.77361111,137.7761111,新潟県 長野県,後立山連峰,☓
463,乗鞍岳,のりくらだけ,,,北アルプス,2469,36.78861111,137.7991667,新潟県 長野県,後立山連峰,☓
464,風吹岳,かざふきだけ,,,北アルプス,1888,36.81416667,137.8388889,長野県,後立山連峰,☓
465,白馬岳,しろうまだけ,,,北アルプス,2932,36.75861111,137.7586111,富山県 長野県,後立山連峰,日本百名山
466,旭岳,あさひだけ,,,北アルプス,2867,36.75777778,137.7458333,富山県,後立山連峰,☓
467,清水岳,しょうずだけ,,,北アルプス,2603,36.76472222,137.7188889,富山県,後立山連峰,☓
468,杓子岳,しゃくしだけ,,,北アルプス,2812,36.74055556,137.7591667,富山県 長野県,後立山連峰,☓
469,鑓ヶ岳,やりがたけ,,,北アルプス,2903,36.73138889,137.7552778,富山県 長野県,後立山連峰,☓
470,唐松岳,からまつだけ,,,北アルプス,2696,36.68722222,137.7547222,富山県 長野県,後立山連峰,
471,五龍岳,ごりゅうだけ,,,北アルプス,2814,36.65833333,137.7527778,富山県,後立山連峰,日本百名山
472,鹿島槍ヶ岳,かしまやりがたけ,,,北アルプス,2889,36.62444444,137.7469444,富山県 長野県,後立山連峰,日本百名山
473,爺ヶ岳,じいがたけ,,,北アルプス,2670,36.58833333,137.7508333,富山県 長野県,後立山連峰,
474,岩小屋沢岳,いわごやざわだけ,,,北アルプス,2630,36.57694444,137.7133333,富山県 長野県,後立山連峰,☓
475,鳴沢岳,なるさわだけ,,,北アルプス,2641,36.56861111,137.6955556,富山県 長野県,後立山連峰,
476,赤沢岳,あかざわだけ,,,北アルプス,2678,36.56194444,137.6875,富山県 長野県,後立山連峰,☓
477,スバリ岳,すばりだけ,,,北アルプス,2752,36.54416667,137.685,富山県 長野県,後立山連峰,☓
478,針ノ木岳,はりのきだけ,,,北アルプス,2821,36.53805556,137.6844444,富山県 長野県,後立山連峰,日本二百名山
479,蓮華岳,れんげだけ,,,北アルプス,2799,36.53583333,137.7105556,富山県 長野県,後立山連峰,
480,北葛岳,きたくずだけ,,,北アルプス,2551,36.5175,137.7055556,富山県 長野県,後立山連峰,☓
481,不動岳,ふどうだけ,,,北アルプス,2601,36.49527778,137.6672222,富山県 長野県,後立山連峰,
482,南沢岳,みなみさわだけ,,,北アルプス,2626,36.49,137.6530556,富山県 長野県,後立山連峰,☓
483,烏帽子岳,えぼしだけ,,,北アルプス,2628,36.47944444,137.6508333,富山県 長野県,後立山連峰,日本二百名山
484,三ッ岳,みつだけ,,,北アルプス,2845,36.45472222,137.6494444,富山県 長野県,黒部源頭,
485,野口五郎岳,のぐちごろうだけ,,,北アルプス,2924,36.43277778,137.6377778,富山県 長野県,黒部源頭,
486,南真砂岳,みなみまさごだけ,,,北アルプス,2713,36.41333333,137.6416667,長野県,黒部源頭,☓
487,赤牛岳,あかうしだけ,,,北アルプス,2864,36.46166667,137.6033333,富山県,黒部源頭,日本二百名山
488,水晶岳,すいしょうだけ,黒岳,くろだけ,北アルプス,2986,36.42638889,137.6027778,富山県,黒部源頭,日本百名山
489,祖父岳,じいだけ,,,北アルプス,2825,36.41111111,137.5911111,富山県,黒部源頭,☓
490,鷲羽岳,わしばだけ,,,北アルプス,2924,36.40305556,137.6052778,富山県 長野県,黒部源頭,日本百名山
491,三俣蓮華岳,みつまたれんげだけ,,,北アルプス,2841,36.39,137.5877778,富山県 岐阜県 長野県,黒部源頭,
492,僧ヶ岳,そうがだけ,,,,1855,36.76166667,137.5636111,富山県,立山連峰,
493,毛勝山,けかつやま,,,,2415,36.70111111,137.5908333,富山県,立山連峰,日本二百名山
494,猫又山,ねこまたやま,,,,2378,36.68111111,137.5902778,富山県,立山連峰,☓
495,池平山,いけのだいらやま,,,北アルプス,2561,36.64111111,137.6258333,富山県,立山連峰,☓
496,剱岳,つるぎだけ,,,北アルプス,2999,36.62333333,137.6169444,富山県,立山連峰,日本百名山
497,別山,べっさん,,,北アルプス,2880,36.5975,137.6202778,富山県,立山連峰,☓
498,剱御前,つるぎごぜん,,,北アルプス,2777,36.6025,137.6088889,富山県,立山連峰,☓
499,奥大日岳,おくだいにちだけ,,,北アルプス,2611,36.59833333,137.5808333,富山県,立山連峰,日本二百名山
500,大日岳,だいにちだけ,,,北アルプス,2501,36.59944444,137.55,富山県,立山連峰,
501,真砂岳,まさごだけ,,,北アルプス,2861,36.58666667,137.62,富山県,立山連峰,☓
502,立山,たてやま,大汝山,おおなんじやま,北アルプス,3015,36.57583333,137.6197222,富山県,立山連峰,日本百名山
503,国見岳,くにみだけ,,,北アルプス,2621,36.57111111,137.5897222,富山県,立山連峰,☓
504,龍王岳,りゅうおうだけ,,,北アルプス,2872,36.56472222,137.6072222,富山県,立山連峰,
505,浄土山,じょうどさん,,,北アルプス,2831,36.56833333,137.6036111,富山県,立山連峰,☓
506,鷲岳,わしだけ,,,北アルプス,2617,36.54194444,137.5872222,富山県,立山連峰,
507,鳶山,とんびやま,,,北アルプス,2616,36.53416667,137.5858333,富山県,立山連峰,☓
508,越中沢岳,えっちゅうざわだけ,,,北アルプス,2592,36.515,137.5830556,富山県,立山連峰,
509,鍬崎山,くわさきやま,,,,2090,36.54,137.4780556,富山県,飛騨山脈北部,
510,薬師岳,やくしだけ,,,北アルプス,2926,36.46888889,137.5447222,富山県,立山連峰,日本百名山
511,北ノ俣岳,きたのまただけ,上ノ岳,かみのだけ,北アルプス,2662,36.42111111,137.5122222,富山県 岐阜県,立山連峰,☓
512,黒部五郎岳,くろべごろうだけ,中ノ俣岳,なかのまただけ,北アルプス,2840,36.3925,137.54,富山県 岐阜県,立山連峰,日本百名山
513,双六岳,すごろくだけ,,,北アルプス,2860,36.37194444,137.5872222,長野県 岐阜県,笠ヶ岳山塊,
514,樅沢岳,もみさわだけ,,,北アルプス,2755,36.36666667,137.6077778,長野県 岐阜県,笠ヶ岳山塊,☓
515,弓折岳,ゆみおりだけ,,,北アルプス,2592,36.34944444,137.5966667,岐阜県,笠ヶ岳山塊,☓
516,抜戸岳,ぬけどだけ,,,北アルプス,2813,36.32777778,137.575,岐阜県,笠ヶ岳山塊,☓
517,笠ヶ岳,かさがたけ,,,北アルプス,2898,36.31555556,137.5502778,岐阜県,笠ヶ岳山塊,日本百名山
518,錫杖岳,しゃくじょうだけ,,,北アルプス,2168,36.28194444,137.5472222,岐阜県,笠ヶ岳山塊,
519,硫黄岳,いおうだけ,,,北アルプス,2554,36.38055556,137.6505556,長野県,笠ヶ岳山塊,☓
520,唐沢岳,からさわだけ,,,北アルプス,2633,36.46111111,137.7166667,長野県,常念山脈,☓
521,餓鬼岳,がきだけ,,,北アルプス,2647,36.44722222,137.7361111,長野県,常念山脈,日本二百名山
522,燕岳,つばくろだけ,,,北アルプス,2763,36.40694444,137.7127778,長野県,常念山脈,日本二百名山
523,有明山,ありあけやま,,,,2268,36.39111111,137.7705556,長野県,飛騨山脈北部,日本二百名山
524,大天井岳,だいてんじょうだけ,,,北アルプス,2922,36.365,137.7011111,長野県,常念山脈,日本二百名山
525,東天井岳,ひがしてんじょうだけ,,,北アルプス,2814,36.35333333,137.7155556,長野県,常念山脈,☓
526,横通岳,よことおしだけ,,,北アルプス,2767,36.3425,137.7269444,長野県,常念山脈,☓
527,常念岳,じょうねんだけ,,,北アルプス,2857,36.32555556,137.7275,長野県,常念山脈,日本百名山
528,蝶ヶ岳,ちょうがたけ,,,北アルプス,2677,36.2875,137.7261111,長野県,常念山脈,
529,大滝山,おおたきやま,,,北アルプス,2616,36.27416667,137.7433333,長野県,常念山脈,☓
530,赤岩岳,あかいわだけ,,,北アルプス,2769,36.34333333,137.6841667,長野県,常念山脈,☓
531,西岳,にしだけ,,,北アルプス,2758,36.33722222,137.6794444,長野県,常念山脈,☓
532,赤沢山,あかさわやま,,,北アルプス,2670,36.32916667,137.6797222,長野県,常念山脈,☓
533,槍ヶ岳,やりがたけ,,,北アルプス,3180,36.34194444,137.6475,長野県,穂高連峰,日本百名山
534,大喰岳,おおばみだけ,,,北アルプス,3101,36.33583333,137.6458333,長野県 岐阜県,穂高連峰,☓
535,中岳,なかだけ,,,北アルプス,3084,36.32972222,137.6466667,長野県 岐阜県,穂高連峰,
536,南岳,みなみだけ,,,北アルプス,3033,36.31888889,137.6508333,長野県 岐阜県,穂高連峰,☓
537,北穂高岳,きたほたかだけ,,,北アルプス,3106,36.3025,137.6519444,長野県 岐阜県,穂高連峰,
538,涸沢岳,からさわだけ,,,北アルプス,3110,36.29583333,137.6469444,長野県 岐阜県,穂高連峰,☓
539,奥穂高岳,おくほたかだけ,,,北アルプス,3190,36.28916667,137.6480556,長野県 岐阜県,穂高連峰,日本百名山
540,前穂高岳,まえほたかだけ,,,北アルプス,3090,36.28194444,137.6605556,長野県,穂高連峰,
541,西穂高岳,にしほたかだけ,,,北アルプス,2909,36.27888889,137.6291667,長野県 岐阜県,穂高連峰,
542,焼岳,やけだけ,,,北アルプス,2455,36.22694444,137.5869444,長野県 岐阜県,穂高連峰,日本百名山
543,霞沢岳,かすみざわだけ,,,,2646,36.22111111,137.6405556,長野県,飛騨山脈南部,日本二百名山
544,十石山,じゅっこくやま,,,,2525,36.16361111,137.5905556,長野県 岐阜県,飛騨山脈南部,
545,輝山,てらしやま,,,,2063,36.19416667,137.5222222,岐阜県,飛騨山脈南部,
546,乗鞍岳,のりくらだけ,,,,3026,36.10638889,137.5536111,岐阜県 長野県,飛騨山脈南部,日本百名山
547,鎌ヶ峰,かまがみね,,,,2121,36.02666667,137.5991667,長野県 岐阜県,飛騨山脈南部,
548,鉢盛山,はちもりやま,,,,2447,36.08666667,137.7547222,長野県,飛騨山脈南部,
549,御嶽山,おんたけさん,,,,3067,35.89277778,137.4802778,長野県,御嶽山とその周辺,日本百名山
550,小秀山,こひでやま,,,,1982,35.78555556,137.3969444,長野県 岐阜県,御嶽山とその周辺,日本二百名山
551,奥三界岳,おくさんがいだけ,,,,1811,35.68166667,137.5072222,岐阜県 長野県,御嶽山とその周辺,
552,尾城山,おしろやま,,,,1133,35.69583333,137.3438889,岐阜県,御嶽山とその周辺,
553,二ッ森山,ふたつもりやま,,,,1223,35.57194444,137.4002778,岐阜県,御嶽山とその周辺,
554,経ヶ岳,きょうがたけ,,,,2296,35.91277778,137.8625,長野県,木曽山脈,日本二百名山
555,大棚入山,おおだないりやま,,,中央アルプス,2375,35.84805556,137.81,長野県,木曽山脈,☓
556,将棊頭山,しょうぎがしらやま,,,中央アルプス,2730,35.80333333,137.8269444,長野県,木曽山脈,
557,茶臼山,ちゃうすやま,,,中央アルプス,2658,35.81472222,137.8216667,長野県,木曽山脈,☓
558,木曽駒ヶ岳,きそこまがたけ,,,中央アルプス,2956,35.78944444,137.8044444,長野県,木曽山脈,日本百名山
559,宝剣岳,ほうけんだけ,,,中央アルプス,2931,35.78138889,137.8091667,長野県,木曽山脈,☓
560,麦草岳,むぎくさだけ,,,中央アルプス,2733,35.79666667,137.7861111,長野県,木曽山脈,☓
561,三沢岳,さんのさわだけ,,,中央アルプス,2847,35.76666667,137.7941667,長野県,木曽山脈,☓
562,檜尾岳,ひのきおだけ,,,中央アルプス,2728,35.75194444,137.8133333,長野県,木曽山脈,☓
563,熊沢岳,くまざわだけ,,,中央アルプス,2778,35.73916667,137.8033333,長野県,木曽山脈,
564,東川岳,ひがしかわだけ,,,中央アルプス,2671,35.72527778,137.8055556,長野県,木曽山脈,☓
565,空木岳,うつぎだけ,,,中央アルプス,2864,35.71888889,137.8172222,長野県,木曽山脈,日本百名山
566,南駒ヶ岳,みなみこまがたけ,,,中央アルプス,2841,35.70138889,137.8108333,長野県,木曽山脈,日本二百名山
567,赤梛岳,あかなぎだけ,,,中央アルプス,2798,35.70611111,137.8155556,長野県,木曽山脈,☓
568,仙涯嶺,せんがいれい,,,中央アルプス,2734,35.69222222,137.8136111,長野県,木曽山脈,☓
569,越百山,こすもやま,,,中央アルプス,2614,35.67944444,137.8033333,長野県,木曽山脈,
570,安平路山,あんぺいじやま,,,中央アルプス,2363,35.63055556,137.7744444,長野県,木曽山脈,日本二百名山
571,摺古木山,すりこぎやま,,,中央アルプス,2169,35.61277778,137.7375,長野県,木曽山脈,☓
572,南木曽岳,なぎそだけ,,,,1679,35.5925,137.6441667,長野県,木曽山脈,
573,風越山,かざこしやま,権現山,ごんげんやま,,1535,35.54944444,137.7838889,長野県,木曽山脈,
574,恵那山,えなさん,,,,2191,35.44361111,137.5972222,長野県 岐阜県,木曽山脈,日本百名山
575,守屋山,もりやさん,,,,1651,35.9675,138.0933333,長野県,赤石山脈北部,
576,入笠山,にゅうがさやま,,,,1955,35.89638889,138.1716667,長野県,赤石山脈北部,
577,鋸岳,のこぎりだけ,,,南アルプス,2685,35.77888889,138.21,山梨県 長野県,赤石山脈北部,日本二百名山
578,甲斐駒ヶ岳,かいこまがたけ,,,南アルプス,2967,35.75805556,138.2366667,山梨県 長野県,赤石山脈北部,日本百名山
579,駒津峰,こまつみね,,,南アルプス,2752,35.75472222,138.2308333,山梨県 長野県,赤石山脈北部,☓
580,双児山,ふたごやま,,,南アルプス,2649,35.75083333,138.2213889,山梨県 長野県,赤石山脈北部,☓
581,アサヨ峰,あさよみね,,,南アルプス,2799,35.73166667,138.2413889,山梨県,赤石山脈北部,☓
582,栗沢山,くりさわやま,,,南アルプス,2714,35.73805556,138.2341667,山梨県,赤石山脈北部,☓
583,高嶺,たかみね,,,南アルプス,2779,35.70972222,138.2877778,山梨県,赤石山脈北部,☓
584,地蔵ヶ岳,じぞうがたけ,,,南アルプス,2764,35.71222222,138.2986111,山梨県,鳳凰山系,
585,鳳凰山,ほうおうざん,観音ヶ岳,かんのんがだけ,南アルプス,2841,35.70166667,138.3047222,山梨県,鳳凰山系,日本百名山
