No,種類,名称,よみ,別名,別名よみ,グループ名,高さ,緯度,経度,都道府県,地域,備考
1,山岳,知床岳,しれとこだけ,,,知床,1254,44.23583333,145.2738889,北海道,知床・阿寒,
2,山岳,硫黄山,いおうざん,,,知床,1562,44.13333333,145.1613889,北海道,知床・阿寒,
5,山岳,羅臼岳,らうすだけ,,,知床,1661,44.07583333,145.1222222,北海道,知床・阿寒,日本百名山
6,山岳,遠音別岳,おんねべつだけ,,,知床,1330,43.99333333,145.0133333,北海道,知床・阿寒,
7,山岳,海別岳,うなべつだけ,,,知床,1419,43.87694444,144.8766667,北海道,知床・阿寒,
8,山岳,斜里岳,しゃりだけ,,,,1547,43.76555556,144.7177778,北海道,知床・阿寒,日本百名山
9,山岳,標津岳,しべつだけ,,,,1061,43.66805556,144.705,北海道,知床・阿寒,
10,山岳,藻琴山,もことやま,,,,1000,43.70444444,144.3311111,北海道,知床・阿寒,
11,山岳,アトサヌプリ,あとさぬぷり,硫黄山,いおうざん,,508,43.61027778,144.4386111,北海道,知床・阿寒,
12,山岳,カムイヌプリ,かむいぬぷり,摩周岳,ましゅうだけ,,857,43.57222222,144.5608333,北海道,知床・阿寒,
13,山岳,雄阿寒岳,おあかんだけ,,,,1370,43.45416667,144.1647222,北海道,知床・阿寒,
14,山岳,雌阿寒岳,めあかんだけ,,,,1499,43.38638889,144.0086111,北海道,知床・阿寒,日本百名山
16,山岳,ウコタキヌプリ,うこたきぬぷり,,,,747,43.20833333,143.7975,北海道,白糠丘陵,
17,島,礼文岳,れぶんだけ,,,,490,45.3725,141.0158333,北海道,礼文・利尻,
18,島,利尻山,りしりざん,,,,1721,45.17861111,141.2419444,北海道,礼文・利尻,日本百名山
19,山岳,幌尻山,ぽろしりやま,,,,427,45.16555556,142.0086111,北海道,宗谷丘陵,
20,山岳,パンケ山,ぱんけざん,,,,632,44.85694444,142.1497222,北海道,宗谷丘陵,
21,山岳,ポロヌプリ山,ぽろぬぷりざん,,,,841,44.96166667,142.4202778,北海道,北見山地,
22,山岳,敏音知岳,びんねしりだけ,,,,703,44.89305556,142.2344444,北海道,北見山地,
23,山岳,函岳,はこだけ,,,,1129,44.66583333,142.4122222,北海道,北見山地,
24,山岳,ピヤシリ山,ぴやしりやま,,,,987,44.43361111,142.5841667,北海道,北見山地,
25,山岳,欝岳,うつだけ,,,,818,44.29166667,143.0825,北海道,北見山地,
26,山岳,ウェンシリ岳,うぇんしりだけ,,,,1142,44.22888889,142.8763889,北海道,北見山地,
27,山岳,渚滑岳,しょこつだけ,,,,1345,44.04027778,142.9175,北海道,北見山地,
28,山岳,天塩岳,てしおだけ,,,,1558,43.96444444,142.8880556,北海道,北見山地,日本二百名山
29,山岳,チトカニウシ山,ちとかにうしやま,,,,1446,43.90666667,143.0486111,北海道,北見山地,
30,山岳,仁頃山,にころやま,,,,829,43.87833333,143.7183333,北海道,北見山地,
31,山岳,ニセイカウシュッペ山,にせいかうしゅっぺやま,,,,1883,43.78,142.9852778,北海道,石狩山地,
32,山岳,武利岳,むりいだけ,,,,1876,43.73305556,143.1763889,北海道,石狩山地,
33,山岳,武華山,むかやま,,,,1759,43.70583333,143.1605556,北海道,石狩山地,
34,山岳,北見富士,きたみふじ,,,,1291,43.69361111,143.2958333,北海道,石狩山地,
35,山岳,旭岳,あさひだけ,,,大雪山,2291,43.66361111,142.8541667,北海道,石狩山地,日本百名山
36,山岳,黒岳,くろだけ,,,大雪山,1984,43.6975,142.9202778,北海道,石狩山地,
37,山岳,北鎮岳,ほくちんだけ,,,大雪山,2244,43.69277778,142.8797222,北海道,石狩山地,
38,山岳,愛別岳,あいべつだけ,,,大雪山,2113,43.70777778,142.8572222,北海道,石狩山地,
39,山岳,白雲岳,はくうんだけ,,,大雪山,2230,43.66111111,142.9058333,北海道,石狩山地,
40,山岳,忠別岳,ちゅうべつだけ,,,十勝,1963,43.59111111,142.8944444,北海道,石狩山地,
41,山岳,トムラウシ山,とむらうしやま,,,十勝,2141,43.52722222,142.8488889,北海道,石狩山地,日本百名山
42,山岳,オプタテシケ山,おぷたてしけやま,,,十勝,2013,43.47027778,142.7516667,北海道,石狩山地,
44,山岳,十勝岳,とかちだけ,,,十勝,2077,43.41777778,142.6863889,北海道,石狩山地,日本百名山
46,山岳,富良野岳,ふらのだけ,,,十勝,1912,43.39361111,142.635,北海道,石狩山地,
47,山岳,三国山,みくにやま,,,,1541,43.59527778,143.1463889,北海道,石狩山地,
48,山岳,石狩岳,いしかりだけ,,,,1967,43.54666667,143.0222222,北海道,石狩山地,日本二百名山
50,山岳,ニペソツ山,にぺそつやま,,,,2013,43.45583333,143.0322222,北海道,石狩山地,日本二百名山
51,山岳,ウペペサンケ山,うぺぺさんけやま,,,,1848,43.38944444,143.0819444,北海道,石狩山地,
52,山岳,東ヌプカウシヌプリ,ひがしぬぷかうしぬぷり,,,,1252,43.24583333,143.1022222,北海道,石狩山地,
53,山岳,佐幌岳,さほろだけ,,,,1060,43.17333333,142.7811111,北海道,石狩山地,
54,山岳,西クマネシリ岳,にしくまねしりだけ,,,,1635,43.51916667,143.2333333,北海道,石狩山地,
55,山岳,東三国山,ひがしみくにやま,,,,1230,43.50833333,143.4636111,北海道,石狩山地,
56,山岳,喜登牛山,きとうしやま,,,,1312,43.44777778,143.4563889,北海道,石狩山地,
57,山岳,ピッシリ山,ぴっしりざん,,,,1032,44.35555556,142.0319444,北海道,天塩山地,
58,山岳,三頭山,さんとうさん,,,,1009,44.09166667,142.0858333,北海道,天塩山地,
59,山岳,ポロシリ山,ぽろしりやま,,,,730,43.9625,141.8361111,北海道,天塩山地,
60,山岳,暑寒別岳,しょかんべつだけ,,,,1492,43.71583333,141.5230556,北海道,増毛山地,日本二百名山
61,山岳,群別岳,くんべつだけ,,,,1376,43.68472222,141.4877778,北海道,増毛山地,
62,山岳,ピンネシリ,ぴんねしり,,,,1100,43.49194444,141.7066667,北海道,増毛山地,
63,山岳,イルムケップ山,いるむけっぷやま,,,,864,43.62916667,142.1102778,北海道,夕張山地,
64,山岳,富良野西岳,ふらのにしだけ,,,,1331,43.30916667,142.3116667,北海道,夕張山地,
65,山岳,芦別岳,あしべつだけ,,,,1726,43.23583333,142.2836111,北海道,夕張山地,日本二百名山
66,山岳,幾春別岳,いくしゅんべつだけ,,,,1068,43.22694444,142.1594444,北海道,夕張山地,
67,山岳,夕張岳,ゆうばりだけ,,,,1668,43.09972222,142.2511111,北海道,夕張山地,日本二百名山
68,山岳,ハッタオマナイ岳,はったおまないだけ,,,,1021,42.84694444,142.3130556,北海道,夕張山地,
69,山岳,トマム山,とまむさん,,,,1239,43.07861111,142.5961111,北海道,日高山脈,
70,山岳,芽室岳,めむろだけ,,,,1754,42.86888889,142.7852778,北海道,日高山脈,
71,山岳,剣山,つるぎやま,,,,1205,42.84861111,142.885,北海道,日高山脈,
72,山岳,チロロ岳,ちろろだけ,,,日高,1880,42.82555556,142.6752778,北海道,日高山脈,
73,山岳,ピパイロ岳,ぴぱいろだけ,,,日高,1916,42.77305556,142.7275,北海道,日高山脈,
75,山岳,幌尻岳,ぽろしりだけ,,,日高,2052,42.71944444,142.6827778,北海道,日高山脈,日本百名山
77,山岳,札内岳,さつないだけ,,,日高,1895,42.69388889,142.7966667,北海道,日高山脈,
79,山岳,イドンナップ岳,いどんなっぷだけ,,,日高,1752,42.63027778,142.6486111,北海道,日高山脈,
80,山岳,カムイエクウチカウシ山,かむいえくうちかうしやま,,,日高,1979,42.625,142.7663889,北海道,日高山脈,日本二百名山
81,山岳,１８３９峰,いっぱさんきゅうほう,,,日高,1842,42.53944444,142.8080556,北海道,日高山脈,
82,山岳,ペテガリ岳,ぺてがりだけ,,,日高,1736,42.49944444,142.8711111,北海道,日高山脈,日本二百名山
84,山岳,神威岳,かむいだけ,,,日高,1600,42.42833333,142.9069444,北海道,日高山脈,
85,山岳,ピリカヌプリ,ぴりかぬぷり,,,日高,1631,42.40222222,142.9666667,北海道,日高山脈,
86,山岳,楽古岳,らっこだけ,,,日高,1471,42.2725,143.1111111,北海道,日高山脈,
87,山岳,豊似岳,とよにだけ,,,,1105,42.07694444,143.2330556,北海道,日高山脈,
88,山岳,アポイ岳,あぽいだけ,,,,810,42.10777778,143.0255556,北海道,日高山脈,
89,山岳,藻岩山,もいわやま,,,,531,43.0225,141.3222222,北海道,支笏・洞爺・積丹,
90,山岳,手稲山,ていねやま,,,,1023,43.07666667,141.1925,北海道,支笏・洞爺・積丹,
91,山岳,余市岳,よいちだけ,,,,1488,43.03277778,141.0197222,北海道,支笏・洞爺・積丹,
92,山岳,本倶登山,ぽんくとさん,,,,1009,42.95527778,140.9125,北海道,支笏・洞爺・積丹,
93,山岳,無意根山,むいねやま,,,,1464,42.93083333,141.0405556,北海道,支笏・洞爺・積丹,
94,山岳,札幌岳,さっぽろだけ,,,,1293,42.90027778,141.2005556,北海道,支笏・洞爺・積丹,
95,山岳,空沼岳,そらぬまだけ,,,,1251,42.865,141.2536111,北海道,支笏・洞爺・積丹,
96,山岳,恵庭岳,えにわだけ,,,,1320,42.79333333,141.2852778,北海道,支笏・洞爺・積丹,
97,山岳,風不死岳,ふっぷしだけ,,,,1102,42.71694444,141.3588889,北海道,支笏・洞爺・積丹,
98,山岳,樽前山,たるまえさん,,,,1041,42.69055556,141.3766667,北海道,支笏・洞爺・積丹,日本二百名山
99,山岳,ホロホロ山,ほろほろやま,,,,1322,42.63361111,141.1425,北海道,支笏・洞爺・積丹,
100,山岳,余別岳,よべつだけ,,,,1298,43.26,140.4591667,北海道,支笏・洞爺・積丹,
101,山岳,天狗岳,てんぐだけ,,,,872,43.18472222,140.6608333,北海道,支笏・洞爺・積丹,
102,山岳,雷電山,らいでんやま,,,,1211,42.90361111,140.4697222,北海道,支笏・洞爺・積丹,
103,山岳,目国内岳,めくんないだけ,,,,1220,42.89972222,140.5152778,北海道,支笏・洞爺・積丹,
104,山岳,ニセコアンヌプリ,にせこあんぬぷり,,,,1308,42.875,140.6588889,北海道,支笏・洞爺・積丹,
105,山岳,羊蹄山,ようていざん,後方羊蹄山,しりべしやま,,1898,42.82666667,140.8113889,北海道,支笏・洞爺・積丹,日本百名山
106,山岳,尻別岳,しりべつだけ,,,,1107,42.7725,140.9102778,北海道,支笏・洞爺・積丹,
107,山岳,貫気別山,ぬっきべつやま,,,,994,42.71,140.9227778,北海道,支笏・洞爺・積丹,
108,山岳,昆布岳,こんぶだけ,,,,1045,42.71027778,140.6555556,北海道,支笏・洞爺・積丹,
109,山岳,昭和新山,しょうわしんざん,,,,398,42.5425,140.8644444,北海道,支笏・洞爺・積丹,
110,山岳,有珠山,うすざん,,,,733,42.54388889,140.8391667,北海道,支笏・洞爺・積丹,
111,山岳,母衣月山,ほろづきやま,,,,504,42.77,140.215,北海道,渡島半島,
112,山岳,大平山,おおびらやま,,,,1191,42.63583333,140.1355556,北海道,渡島半島,
113,山岳,狩場山,かりばやま,,,,1520,42.61333333,139.9405556,北海道,渡島半島,
114,山岳,毛無山,けなしやま,,,,816,42.29527778,139.8105556,北海道,渡島半島,
115,山岳,遊楽部岳,ゆうらっぷだけ,見市岳,けんいちだけ,,1277,42.21916667,140.0105556,北海道,渡島半島,
116,山岳,乙部岳,おとべだけ,,,,1017,42.03944444,140.2747222,北海道,渡島半島,
117,山岳,駒ヶ岳,こまがたけ,,,,1131,42.06333333,140.6772222,北海道,渡島半島,日本二百名山
118,山岳,横津岳,よこつだけ,,,,1167,41.93777778,140.7713889,北海道,渡島半島,
119,山岳,恵山,えさん,,,,618,41.80472222,141.1661111,北海道,渡島半島,
120,山岳,函館山,はこだてやま,,,,334,41.75888889,140.7041667,北海道,渡島半島,
121,山岳,八幡岳,はちまんだけ,,,,665,41.85194444,140.23,北海道,渡島半島,
122,山岳,桂岳,かつらだけ,,,,734,41.78916667,140.4644444,北海道,渡島半島,
123,山岳,七ッ岳,ななつだけ,,,,957,41.62416667,140.2141667,北海道,渡島半島,
124,山岳,大千軒岳,だいせんげんだけ,,,,1072,41.57944444,140.1608333,北海道,渡島半島,
125,山岳,岩部岳,いわべだけ,,,,794,41.52722222,140.3108333,北海道,渡島半島,
126,島,神威山,かむいやま,,,,584,42.16027778,139.4427778,北海道,奥尻島,
127,山岳,江良岳,えらだけ,,,,732,41.51,139.3672222,北海道,渡島大島,
128,山岳,燧岳,ひうちだけ,,,,781,41.43916667,141.0530556,青森県,下北半島,
129,山岳,釜臥山,かまふせやま,,,,878,41.27861111,141.12,青森県,恐山山地,
130,山岳,桑畑山,くわはたやま,,,,400,41.3875,141.4408333,青森県,下北半島,
131,山岳,吹越烏帽子,ふっこしえぼし,,,,508,41.0375,141.3172222,青森県,下北半島,
132,山岳,丸屋形岳,まるやがただけ,,,,718,41.15277778,140.5866667,青森県,津軽半島,
133,山岳,四ッ滝山,よつだきやま,,,,670,41.12166667,140.4005556,青森県,津軽半島,
134,山岳,梵珠山,ぼんじゅさん,,,,468,40.79972222,140.5755556,青森県,津軽半島,
135,山岳,階上岳,はしかみだけ,種市岳,たねいちだけ,,739,40.40083333,141.5844444,青森県 岩手県,北上高地,
136,山岳,名久井岳,なくいだけ,,,,615,40.38805556,141.3083333,青森県,北上高地,
137,山岳,折爪岳,おりつめだけ,,,,852,40.26888889,141.3744444,岩手県,北上高地,
138,山岳,安家森,あっかもり,,,,1239,40.03805556,141.5411111,岩手県,北上高地,
139,山岳,遠島山,とおしまやま,,,,1262,40.02055556,141.6441667,岩手県,北上高地,
140,山岳,三巣子岳,みすごだけ,,,,1181,39.9,141.4855556,岩手県,北上高地,
141,山岳,姫神山,ひめかみさん,,,,1124,39.84416667,141.2469444,岩手県,北上高地,日本二百名山
142,山岳,堺ノ神岳,さかいのかみだけ,,,,1319,39.75027778,141.6263889,岩手県,北上高地,
143,山岳,害鷹森,がいたかもり,,,,1304,39.71166667,141.6044444,岩手県,北上高地,
144,山岳,青松葉山,あおまつばやま,,,,1365,39.6975,141.4836111,岩手県,北上高地,
145,山岳,峠ノ神山,とうげのかみやま,,,,1229,39.72694444,141.7811111,岩手県,北上高地,
146,山岳,早池峰山,はやちねさん,,,,1917,39.55861111,141.4886111,岩手県,北上高地,日本百名山
147,山岳,薬師岳,やくしだけ,,,,1645,39.53,141.4958333,岩手県,北上高地,
148,山岳,十二神山,じゅうにしんざん,,,,731,39.53861111,141.975,岩手県,北上高地,
149,山岳,六角牛山,ろっこうしさん,,,,1293,39.31833333,141.6502778,岩手県,北上高地,
150,山岳,五葉山,ごようざん,,,,1351,39.20527778,141.7322222,岩手県,北上高地,
151,山岳,物見山,ものみやま,,,,870,39.20111111,141.4016667,岩手県,北上高地,
152,山岳,氷上山,ひかみさん,,,,874,39.05888889,141.6605556,岩手県,北上高地,
153,山岳,室根山,むろねさん,,,,895,38.97527778,141.4472222,岩手県,北上高地,
154,山岳,徳仙丈山,とくせんじょうやま,,,,710,38.84833333,141.47,宮城県,北上高地,
155,山岳,金華山,きんかさん,,,,444,38.29527778,141.5666667,宮城県,北上高地,
156,山岳,八甲田山,はっこうださん,大岳,おおだけ,,1585,40.65888889,140.8772222,青森県,八甲田山とその周辺,日本百名山
158,山岳,櫛ヶ峯,くしがみね,上岳,かみだけ,,1517,40.60305556,140.8425,青森県,八甲田山とその周辺,
159,山岳,戸来岳,へらいだけ,三ッ岳,みつだけ,,1159,40.45305556,141.0013889,青森県,八甲田山とその周辺,
160,山岳,白地山,しろじやま,,,,1034,40.44722222,140.7880556,秋田県,八甲田山とその周辺,
161,山岳,中岳,なかだけ,,,,1024,40.24611111,140.9444444,秋田県 岩手県,奥羽山脈北部,
162,山岳,稲庭岳,いなにわだけ,,,,1078,40.19861111,141.0461111,岩手県,奥羽山脈北部,
163,山岳,五ノ宮嶽,ごのみやだけ,,,,1115,40.14583333,140.8458333,秋田県,奥羽山脈北部,
164,山岳,七時雨山,ななしぐれやま,,,,1063,40.06916667,141.1055556,岩手県,奥羽山脈北部,
165,山岳,森吉山,もりよしざん,,,,1454,39.97666667,140.5441667,秋田県,奥羽山脈北部,日本二百名山
166,山岳,焼山,やけやま,,,,1366,39.96388889,140.7569444,秋田県,奥羽山脈北部,
167,山岳,八幡平,はちまんたい,,,,1613,39.95777778,140.8541667,岩手県,奥羽山脈北部,日本百名山
170,山岳,大深岳,おおふかだけ,,,,1541,39.88111111,140.8797222,岩手県 秋田県,奥羽山脈北部,
171,山岳,岩手山,いわてさん,,,,2038,39.8525,141.0011111,岩手県,奥羽山脈北部,日本百名山
172,山岳,烏帽子岳,えぼしだけ,乳頭山,にゅうとうざん,,1478,39.805,140.8386111,岩手県 秋田県,奥羽山脈北部,
173,山岳,秋田駒ヶ岳,あきたこまがたけ,男女岳,おなめだけ,,1637,39.76111111,140.7994444,秋田県,奥羽山脈北部,日本二百名山
174,山岳,岩木山,いわきさん,,,,1625,40.65583333,140.3030556,青森県,白神山地,日本百名山
176,山岳,白神岳,しらかみだけ,,,,1235,40.5075,140.0183333,青森県,白神山地,日本二百名山
177,山岳,二ッ森,ふたつもり,,,,1086,40.435,140.1177778,青森県 秋田県,白神山地,
178,山岳,駒ヶ岳,こまがたけ,,,,1158,40.41277778,140.2511111,秋田県,白神山地,
179,山岳,田代岳,たしろだけ,,,,1178,40.42861111,140.4088889,秋田県,白神山地,
180,山岳,房住山,ぼうじゅうさん,,,,409,40.06055556,140.2161111,秋田県,出羽山地,
181,山岳,太平山,たいへいざん,,,,1170,39.79694444,140.3105556,秋田県,出羽山地,
182,山岳,大仏岳,だいぶつだけ,,,,1167,39.81361111,140.5155556,秋田県,出羽山地,
183,山岳,東光山,とうこうさん,,,,594,39.40638889,140.1616667,秋田県,出羽山地,
184,山岳,八塩山,やしおやま,,,,713,39.23666667,140.2277778,秋田県,出羽山地,
185,山岳,鳥海山,ちょうかいざん,,,,2236,39.09916667,140.0488889,山形県,出羽山地,日本百名山
186,山岳,丁岳,ひのとだけ,,,,1146,39.03194444,140.2194444,秋田県 山形県,出羽山地,
187,山岳,甑山,こしきやま,,,,981,39.01194444,140.3105556,山形県,出羽山地,
188,山岳,加無山,かぶやま,,,,997,39.00944444,140.2602778,山形県,出羽山地,
189,山岳,寒風山,かんぷうざん,,,,355,39.93361111,139.8752778,秋田県,男鹿半島,
190,山岳,本山,ほんざん,,,,715,39.90694444,139.7538889,秋田県,男鹿半島,
191,山岳,東根山,あずまねやま,,,,928,39.5875,141.0597222,岩手県,奥羽山脈中部,
192,山岳,和賀岳,わがだけ,,,,1439,39.57027778,140.7541667,岩手県 秋田県,奥羽山脈中部,日本二百名山
193,山岳,真昼岳,まひるだけ,,,,1059,39.44777778,140.6766667,岩手県 秋田県,奥羽山脈中部,
194,山岳,黒森,くろもり,,,,944,39.34833333,140.8683333,岩手県,奥羽山脈中部,
195,山岳,焼石岳,やけいしだけ,,,,1547,39.16361111,140.8288889,岩手県,奥羽山脈中部,日本二百名山
196,山岳,栗駒山,くりこまやま,,,,1626,38.96083333,140.7883333,岩手県 宮城県,奥羽山脈中部,日本二百名山
197,山岳,高松岳,たかまつだけ,,,,1348,38.9675,140.6063889,秋田県,奥羽山脈中部,
198,山岳,虎毛山,とらげさん,,,,1433,38.90472222,140.6188889,秋田県,奥羽山脈中部,
199,山岳,荒雄岳,あらおだけ,,,,984,38.83305556,140.6916667,宮城県,奥羽山脈中部,
200,山岳,神室山,かむろさん,,,,1365,38.90222222,140.4922222,秋田県 山形県,奥羽山脈中部,日本二百名山
201,山岳,火打岳,ひうちだけ,,,,1238,38.84027778,140.4486111,山形県,奥羽山脈中部,
202,山岳,杢蔵山,もくぞうやま,,,,1026,38.78944444,140.4013889,山形県,奥羽山脈中部,
203,山岳,禿岳,かむろだけ,小鏑山,こかぶらやま,,1261,38.81083333,140.595,山形県 宮城県,奥羽山脈中部,
204,山岳,箟岳山,ののだけやま,,,,236,38.56583333,141.1786111,宮城県,奥羽山脈南部,
205,山岳,大高森,おおたかもり,,,,105,38.34055556,141.1525,宮城県,奥羽山脈南部,
206,山岳,翁山,おきなさん,,,,1075,38.65083333,140.5447222,山形県,奥羽山脈南部,
207,山岳,薬莱山,やくらいさん,,,,553,38.57555556,140.7052778,宮城県,奥羽山脈南部,
208,山岳,船形山,ふながたやま,御所山,ごしょざん,,1500,38.45555556,140.62,宮城県 山形県,奥羽山脈南部,日本二百名山
209,山岳,泉ヶ岳,いずみがたけ,,,,1175,38.41194444,140.7088889,宮城県,奥羽山脈南部,
210,山岳,太白山,たいはくさん,,,,321,38.235,140.8022222,宮城県,奥羽山脈南部,
211,山岳,大東岳,だいとうだけ,,,,1365,38.30222222,140.5236111,宮城県,奥羽山脈南部,
212,山岳,熊野岳,くまのだけ,,,蔵王,1841,38.14361111,140.44,山形県,蔵王山とその周辺,日本百名山
214,山岳,屏風岳,びょうぶだけ,,,蔵王,1825,38.09583333,140.4761111,宮城県,蔵王山とその周辺,
216,山岳,青麻山,あおそやま,,,,799,38.08472222,140.6075,宮城県,蔵王山とその周辺,
217,山岳,栗子山,くりこやま,,,,1217,37.87444444,140.27,福島県 山形県,吾妻山とその周辺,
218,山岳,信夫山,しのぶやま,,,,275,37.77083333,140.4616667,福島県,吾妻山とその周辺,
219,山岳,西吾妻山,にしあづまやま,,,吾妻,2035,37.73833333,140.1408333,福島県 山形県,吾妻山とその周辺,日本百名山
222,山岳,東吾妻山,ひがしあづまやま,,,吾妻,1975,37.71166667,140.2302778,福島県,吾妻山とその周辺,
223,山岳,一切経山,いっさいきょうざん,,,吾妻,1949,37.73527778,140.2444444,福島県,吾妻山とその周辺,
224,山岳,吾妻小富士,あづまこふじ,,,吾妻,1707,37.72222222,140.2636111,福島県,吾妻山とその周辺,
227,山岳,安達太良山,あだたらやま,,,,1700,37.62111111,140.2877778,福島県,吾妻山とその周辺,日本百名山
228,山岳,磐梯山,ばんだいさん,,,,1816,37.60111111,140.0722222,福島県,吾妻山とその周辺,日本百名山
229,山岳,高館山　,たかだてやま,,,,273,38.76305556,139.7475,山形県,朝日山地,
230,山岳,金峰山,きんぼうさん,,,,471,38.68222222,139.7980556,山形県,朝日山地,
231,山岳,羽黒山,はぐろさん,,,,414,38.7025,139.9827778,山形県,朝日山地,
232,山岳,月山,がっさん,,,,1984,38.54888889,140.0269444,山形県,朝日山地,日本百名山
233,山岳,葉山,はやま,,,,1462,38.52916667,140.2105556,山形県,朝日山地,
234,山岳,温海岳,あつみだけ,,,,736,38.62,139.6308333,山形県,朝日山地,
235,山岳,摩耶山,まやさん,,,,1020,38.52027778,139.7277778,山形県,朝日山地,
236,山岳,以東岳,いとうだけ,,,朝日,1772,38.34305556,139.8491667,山形県 新潟県,朝日山地,日本二百名山
237,山岳,大朝日岳,おおあさひだけ,,,朝日,1871,38.26055556,139.9222222,山形県,朝日山地,日本百名山
238,山岳,祝瓶山　,いわいがめやま,,,朝日,1417,38.1975,139.8797222,山形県,朝日山地,
239,山岳,鷲ヶ巣山,わしがすやま,,,,1093,38.22194444,139.6688889,新潟県,朝日山地,
240,山岳,新保岳,しんぼだけ,,,,852,38.36111111,139.5108333,新潟県,朝日山地,
241,山岳,白鷹山,しらたかやま,,,,994,38.22277778,140.1730556,山形県,朝日山地,
242,山岳,杁差岳,えぶりさしだけ,,,飯豊,1636,37.9425,139.6088889,新潟県,飯豊山地,日本二百名山
243,山岳,北股岳,きたまただけ,,,飯豊,2025,37.88,139.6386111,新潟県 山形県,飯豊山地,
244,山岳,飯豊山,いいでさん,,,飯豊,2105,37.85472222,139.7072222,福島県,飯豊山地,日本百名山
245,山岳,大日岳,だいにちだけ,,,飯豊,2128,37.83277778,139.6602778,新潟県,飯豊山地,
246,山岳,二王子岳,にのうじだけ,,,,1420,37.89972222,139.4991667,新潟県,飯豊山地,日本二百名山
247,山岳,五頭山,ごずさん,,,,912,37.80111111,139.3455556,新潟県,飯豊山地,
248,山岳,高陽山,こうようざん,,,,1126,37.72916667,139.6497222,福島県 新潟県,飯豊山地,
249,山岳,飯森山,いいもりさん,,,,1595,37.81388889,139.9255556,山形県 福島県,飯豊山地,
250,山岳,霊山,りょうぜん,,,,825,37.76888889,140.6875,福島県,阿武隈高地,
251,山岳,日山,ひやま,天王山,てんのうざん,,1057,37.54305556,140.6836111,福島県,阿武隈高地,
252,山岳,鎌倉岳,かまくらだけ,,,,967,37.46694444,140.6888889,福島県,阿武隈高地,
253,山岳,大滝根山,おおたきねやま,,,,1192,37.355,140.7016667,福島県,阿武隈高地,
254,山岳,屹兎屋山,きっとやさん,,,,875,37.21055556,140.8675,福島県,阿武隈高地,
255,山岳,蓬田岳,よもぎだだけ,,,,952,37.26583333,140.5347222,福島県,阿武隈高地,
256,山岳,三大明神山,さんだいみょうじんやま,,,,706,37.05194444,140.7625,福島県,阿武隈高地,
257,山岳,竪破山,たつわれさん,,,,658,36.71083333,140.5622222,茨城県,阿武隈高地,
258,山岳,男体山,なんたいさん,,,,654,36.72416667,140.4197222,茨城県,阿武隈高地,
259,山岳,高鈴山,たかすずやま,,,,623,36.62111111,140.5877778,茨城県,阿武隈高地,
260,山岳,八溝山,やみぞさん,,,,1022,36.93027778,140.2730556,茨城県 福島県,八溝山地,
261,山岳,吾国山,わがくにさん,,,,518,36.32194444,140.2011111,茨城県,筑波山とその周辺,
262,山岳,加波山,かばさん,,,,709,36.29888889,140.1436111,茨城県,筑波山とその周辺,
263,山岳,筑波山,つくばさん,,,,877,36.22527778,140.1066667,茨城県,筑波山とその周辺,日本百名山
264,山岳,三本槍岳,さんぼんやりだけ,,,那須,1917,37.15027778,139.9613889,福島県 栃木県,那須・日光,
265,山岳,茶臼岳,ちゃうすだけ,,,那須,1915,37.12472222,139.9630556,栃木県,那須・日光,日本百名山
266,山岳,男鹿岳,おがたけ,,,,1777,37.08527778,139.8219444,福島県 栃木県,那須・日光,
267,山岳,大佐飛山,おおさびやま,,,,1908,37.06361111,139.8444444,栃木県,那須・日光,
268,山岳,釈迦ヶ岳,しゃかがだけ,高原山,たかはらやま,,1795,36.9,139.7766667,栃木県,那須・日光,
269,山岳,女峰山,にょほうさん,,,日光,2483,36.81138889,139.5363889,栃木県,那須・日光,日本二百名山
273,山岳,男体山,なんたいさん,,,日光,2486,36.765,139.4908333,栃木県,那須・日光,日本百名山
274,山岳,白根山,しらねさん,,,,2578,36.79861111,139.3758333,群馬県 栃木県,那須・日光,日本百名山
275,山岳,皇海山,すかいさん,,,,2144,36.69,139.3369444,栃木県 群馬県,那須・日光,日本百名山
276,山岳,庚申山,こうしんざん,,,,1892,36.67305556,139.3611111,栃木県,那須・日光,
277,山岳,袈裟丸山,けさまるやま,,,,1961,36.64944444,139.3272222,栃木県 群馬県,那須・日光,
278,山岳,横根山,よこねやま,,,,1373,36.61972222,139.5222222,栃木県,那須・日光,
279,山岳,赤城山,あかぎやま,黒檜山,くろびさん,,1828,36.56027778,139.1933333,群馬県,那須・日光,日本百名山
281,山岳,博士山,はかせやま,,,,1482,37.36305556,139.7147222,福島県,南会津・尾瀬,
282,山岳,小野岳,おのだけ,,,,1383,37.32583333,139.8866667,福島県,南会津・尾瀬,
283,山岳,七ヶ岳,ななつがたけ,一番岳,いちばんだけ,,1636,37.12416667,139.6575,福島県,南会津・尾瀬,
284,山岳,荒海山,あらかいざん,太郎岳,たろうだけ,,1581,37.03611111,139.6436111,福島県 栃木県,南会津・尾瀬,
285,山岳,田代山,たしろやま,,,,1971,36.97444444,139.4783333,福島県,南会津・尾瀬,
286,山岳,帝釈山,たいしゃくざん,,,,2060,36.96972222,139.46,福島県 栃木県,南会津・尾瀬,日本二百名山
287,山岳,黒岩山,くろいわやま,,,,2163,36.90888889,139.3936111,栃木県 群馬県,南会津・尾瀬,
